N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
556047,2021-06-08 12:57:00,12901.0,United Kingdom,90,27624
548189,2021-03-29 15:15:00,16607.0,United Kingdom,163,14141
557213,2021-06-17 12:16:00,15021.0,United Kingdom,119,21814
571310,2021-10-17 10:17:00,13394.0,United Kingdom,463,37173
542254,2021-01-26 16:41:00,14733.0,United Kingdom,133,51169
548546,2021-03-31 19:20:00,16600.0,United Kingdom,186,11160
558563,2021-06-30 13:43:00,14561.0,United Kingdom,192,34492
543385,2021-02-07 16:24:00,Sin identificar,United Kingdom,1,795
546034,2021-03-09 09:44:00,14032.0,United Kingdom,291,30964
557602,2021-06-21 11:57:00,14110.0,United Kingdom,156,37972
544596,2021-02-21 17:35:00,16441.0,United Kingdom,110,21100
553006,2021-05-12 16:45:00,15544.0,United Kingdom,393,56035
542634,2021-01-31 10:42:00,15448.0,United Kingdom,232,49464
540536,2021-01-09 14:21:00,17757.0,United Kingdom,93,14550
536568,2020-12-01 15:28:00,16048.0,United Kingdom,12,504
545686,2021-03-06 12:09:00,18211.0,United Kingdom,56,13790
553861,2021-05-19 13:58:00,13591.0,United Kingdom,135,31403
567370,2021-09-20 09:13:00,14236.0,United Kingdom,272,30156
560034,2021-07-14 13:35:00,13933.0,United Kingdom,113,30099
547419,2021-03-23 10:27:00,15061.0,United Kingdom,1135,164958
565680,2021-09-06 10:27:00,14560.0,United Kingdom,240,10080
561244,2021-07-26 11:24:00,13865.0,United Kingdom,54,10082
542155,2021-01-26 10:51:00,15777.0,United Kingdom,112,28560
572023,2021-10-20 11:03:00,17764.0,United Kingdom,247,55685
577749,2021-11-21 14:26:00,16242.0,United Kingdom,299,53420
550901,2021-04-21 12:12:00,13389.0,United Kingdom,115,25789
555546,2021-06-05 13:09:00,17735.0,United Kingdom,118,22830
561900,2021-07-31 15:31:00,16655.0,United Kingdom,523,63819
547963,2021-03-28 15:42:00,13037.0,United Kingdom,158,25042
575968,2021-11-13 12:47:00,14882.0,United Kingdom,92,34180
571745,2021-10-19 10:48:00,14911.0,EIRE,711,158875
539986,2020-12-23 15:21:00,Sin identificar,United Kingdom,7,1525
543115,2021-02-03 13:27:00,14606.0,United Kingdom,72,12075
552947,2021-05-12 11:57:00,16943.0,United Kingdom,20,17210
550002,2021-04-14 09:30:00,12709.0,Germany,41,6800
569539,2021-10-04 15:58:00,18102.0,United Kingdom,112,55776
569863,2021-10-06 14:44:00,Sin identificar,United Kingdom,1,995
545812,2021-03-07 12:26:00,14214.0,United Kingdom,313,63865
569740,2021-10-06 10:52:00,15769.0,United Kingdom,1600,292400
564648,2021-08-26 14:04:00,15641.0,United Kingdom,466,58182
551859,2021-05-04 15:37:00,14336.0,United Kingdom,301,23003
538070,2020-12-09 14:08:00,16519.0,United Kingdom,24,10370
576848,2021-11-16 15:38:00,15051.0,United Kingdom,124,24568
546442,2021-03-14 10:38:00,15159.0,United Kingdom,54,20730
560422,2021-07-18 15:14:00,16746.0,United Kingdom,162,30018
559948,2021-07-14 10:41:00,12653.0,Israel,633,143075
539688,2020-12-21 11:00:00,12678.0,France,1,15000
548916,2021-04-05 10:07:00,14849.0,United Kingdom,377,42234
565851,2021-09-07 13:06:00,14911.0,EIRE,332,63729
538909,2020-12-15 10:48:00,13491.0,United Kingdom,18,9750
553475,2021-05-17 11:31:00,18102.0,United Kingdom,306,86640
536523,2020-12-01 12:50:00,12868.0,United Kingdom,112,20330
547571,2021-03-24 09:52:00,16265.0,United Kingdom,182,43230
557871,2021-06-23 12:41:00,13458.0,United Kingdom,130,30078
553017,2021-05-12 19:01:00,12757.0,Portugal,311,60283
549471,2021-04-08 14:39:00,17389.0,United Kingdom,72,7350
573924,2021-11-02 09:45:00,15065.0,United Kingdom,202,29938
576641,2021-11-16 09:59:00,17549.0,United Kingdom,150,12066
574746,2021-11-07 08:30:00,16523.0,United Kingdom,198,67680
546019,2021-03-08 17:25:00,14507.0,United Kingdom,50,3949
556809,2021-06-14 16:48:00,17179.0,United Kingdom,82,22348
567768,2021-09-22 11:17:00,15950.0,United Kingdom,123,25584
574661,2021-11-06 11:56:00,13447.0,United Kingdom,166,43030
549838,2021-04-12 13:39:00,16705.0,United Kingdom,48,9600
547519,2021-03-23 14:46:00,16308.0,United Kingdom,1000,32000
577080,2021-11-17 15:24:00,17001.0,United Kingdom,172,35760
560048,2021-07-14 15:02:00,13515.0,United Kingdom,127,13216
568709,2021-09-28 15:42:00,15036.0,United Kingdom,176,21986
539651,2020-12-20 16:19:00,Sin identificar,United Kingdom,26,3250
578171,2021-11-23 11:36:00,17685.0,United Kingdom,207,39240
576400,2021-11-15 10:51:00,13632.0,United Kingdom,288,45214
557640,2021-06-21 16:24:00,Sin identificar,United Kingdom,364,176085
543013,2021-02-02 13:35:00,Sin identificar,United Kingdom,310,134077
542083,2021-01-25 12:26:00,18008.0,United Kingdom,355,13081
579759,2021-11-30 15:02:00,15251.0,United Kingdom,244,36388
537628,2020-12-07 15:02:00,16293.0,United Kingdom,189,37875
542096,2021-01-25 12:52:00,17236.0,United Kingdom,141,19933
576909,2021-11-17 09:49:00,12471.0,Germany,519,107212
560105,2021-07-14 19:23:00,16794.0,United Kingdom,263,22213
541709,2021-01-21 11:09:00,17504.0,United Kingdom,233,44115
578272,2021-11-23 13:40:00,17463.0,United Kingdom,126,19831
555363,2021-06-02 14:15:00,14453.0,United Kingdom,49,11993
566033,2021-09-08 13:07:00,16031.0,United Kingdom,204,24331
571545,2021-10-17 16:59:00,Sin identificar,United Kingdom,11,1365
562155,2021-08-03 11:24:00,17940.0,United Kingdom,648,16200
561047,2021-07-24 12:46:00,16948.0,United Kingdom,1368,19448
568527,2021-09-27 13:21:00,13178.0,United Kingdom,539,76500
563382,2021-08-16 10:50:00,18221.0,United Kingdom,145,16985
549196,2021-04-07 10:33:00,14911.0,EIRE,271,35623
577599,2021-11-21 08:26:00,15738.0,United Kingdom,202,31690
569567,2021-10-05 09:56:00,16059.0,United Kingdom,40,10530
576347,2021-11-14 15:38:00,13268.0,United Kingdom,2,820
544569,2021-02-21 12:58:00,16980.0,United Kingdom,418,73236
542865,2021-02-01 12:08:00,12929.0,United Kingdom,37,11785
562789,2021-08-09 13:50:00,14646.0,Netherlands,7807,1234121
567798,2021-09-22 12:00:00,13089.0,United Kingdom,331,88663
565577,2021-09-05 12:24:00,14177.0,United Kingdom,2,750
550915,2021-04-21 13:30:00,13263.0,United Kingdom,69,13359
541293,2021-01-17 13:39:00,15311.0,United Kingdom,145,39457
578688,2021-11-25 09:27:00,16719.0,United Kingdom,235,29267
560896,2021-07-21 17:26:00,15623.0,United Kingdom,125,30103
561711,2021-07-29 11:45:00,13414.0,United Kingdom,368,53280
575701,2021-11-10 16:59:00,13396.0,United Kingdom,461,97372
547886,2021-03-28 09:21:00,13652.0,United Kingdom,178,32944
562467,2021-08-05 11:50:00,13513.0,United Kingdom,109,20510
563927,2021-08-21 15:01:00,14013.0,United Kingdom,258,19922
581471,2021-12-08 19:29:00,14702.0,United Kingdom,76,19929
573230,2021-10-28 11:55:00,13199.0,United Kingdom,48,8592
568656,2021-09-28 12:21:00,14911.0,EIRE,70,14162
554502,2021-05-24 14:47:00,14289.0,United Kingdom,26,12468
581017,2021-12-07 10:06:00,14910.0,United Kingdom,80,11080
540116,2021-01-05 09:54:00,Sin identificar,United Kingdom,2,1013
546428,2021-03-13 14:55:00,12681.0,France,185,34329
571090,2021-10-13 15:28:00,15271.0,United Kingdom,34,7950
540856,2021-01-12 10:16:00,16655.0,United Kingdom,373,81225
568242,2021-09-26 12:11:00,14931.0,Channel Islands,181,26165
550713,2021-04-20 11:11:00,15159.0,United Kingdom,1,1250
542100,2021-01-25 13:15:00,15339.0,United Kingdom,159,25790
549833,2021-04-12 13:19:00,13458.0,United Kingdom,666,101514
571918,2021-10-19 16:05:00,17350.0,United Kingdom,240,15624
537759,2020-12-08 11:42:00,13126.0,United Kingdom,108,20364
555940,2021-06-08 10:10:00,14191.0,United Kingdom,98,35760
560834,2021-07-21 12:15:00,16523.0,United Kingdom,204,48440
554366,2021-05-24 10:24:00,17450.0,United Kingdom,3084,946848
566520,2021-09-13 11:26:00,17757.0,United Kingdom,61,16119
537471,2020-12-07 10:51:00,14344.0,United Kingdom,3,1785
562034,2021-08-02 09:14:00,12449.0,Belgium,267,77795
568332,2021-09-26 14:30:00,13434.0,United Kingdom,240,46140
556823,2021-06-15 10:24:00,Sin identificar,United Kingdom,8,7772
537456,2020-12-07 09:43:00,17450.0,United Kingdom,780,198924
569693,2021-10-05 15:18:00,17837.0,United Kingdom,105,25095
573131,2021-10-27 16:44:00,15622.0,United Kingdom,106,38195
540099,2021-01-04 16:41:00,15808.0,United Kingdom,322,73392
546220,2021-03-10 12:16:00,16745.0,United Kingdom,584,54110
560252,2021-07-17 12:35:00,13468.0,United Kingdom,61,11587
569653,2021-10-05 12:52:00,12451.0,Switzerland,1650,253956
553545,2021-05-17 15:37:00,Sin identificar,United Kingdom,68,43014
575475,2021-11-09 16:03:00,17702.0,United Kingdom,302,48560
575703,2021-11-10 16:59:00,13767.0,United Kingdom,902,173530
556279,2021-06-09 19:55:00,14562.0,United Kingdom,59,21539
578951,2021-11-27 14:40:00,15514.0,United Kingdom,277,49923
578947,2021-11-27 13:49:00,14547.0,United Kingdom,438,53458
570129,2021-10-07 13:34:00,12885.0,United Kingdom,293,51947
566607,2021-09-13 16:40:00,13032.0,United Kingdom,175,49630
580887,2021-12-06 12:26:00,13755.0,United Kingdom,80,15690
552523,2021-05-09 16:38:00,15797.0,United Kingdom,200,33000
541263,2021-01-16 16:10:00,16843.0,United Kingdom,534,75906
542796,2021-02-01 11:07:00,17356.0,United Kingdom,166,17822
566776,2021-09-15 09:53:00,14911.0,EIRE,226,36837
544170,2021-02-16 14:01:00,16148.0,United Kingdom,72,7632
539469,2020-12-19 13:59:00,17841.0,United Kingdom,152,28352
549670,2021-04-11 12:45:00,16168.0,United Kingdom,88,14120
573902,2021-11-01 14:51:00,17428.0,United Kingdom,48,31118
544826,2021-02-24 09:36:00,14513.0,United Kingdom,7,1875
541086,2021-01-13 12:32:00,16503.0,United Kingdom,118,35370
543824,2021-02-14 09:31:00,14631.0,United Kingdom,160,30950
552464,2021-05-09 15:12:00,12726.0,France,333,22340
551515,2021-05-01 10:51:00,15606.0,United Kingdom,104,32088
540160,2021-01-05 11:50:00,15769.0,United Kingdom,1032,257448
565631,2021-09-05 15:49:00,14680.0,United Kingdom,568,122616
580281,2021-12-02 13:15:00,12704.0,Finland,81,19876
559157,2021-07-06 15:53:00,13999.0,United Kingdom,167,30703
566257,2021-09-11 12:34:00,13324.0,United Kingdom,680,85560
554286,2021-05-23 14:16:00,17686.0,United Kingdom,97,38696
546741,2021-03-16 12:22:00,13261.0,United Kingdom,20,9900
546029,2021-03-09 08:59:00,15206.0,United Kingdom,6,1770
543278,2021-02-06 14:43:00,16745.0,United Kingdom,406,20382
540630,2021-01-10 11:59:00,17849.0,United Kingdom,19,21775
559817,2021-07-12 16:20:00,Sin identificar,United Kingdom,652,183958
547563,2021-03-24 08:56:00,15651.0,United Kingdom,238,22732
554105,2021-05-22 14:04:00,14711.0,United Kingdom,111,21306
539442,2020-12-17 15:39:00,16558.0,United Kingdom,127,31115
563952,2021-08-22 10:44:00,15572.0,United Kingdom,267,67925
545162,2021-02-28 13:35:00,16187.0,United Kingdom,247,48090
564966,2021-08-31 15:08:00,17677.0,United Kingdom,24,3480
578354,2021-11-24 10:12:00,17139.0,United Kingdom,232,46852
550986,2021-04-21 18:06:00,Sin identificar,United Kingdom,378,165497
572926,2021-10-27 09:23:00,15659.0,United Kingdom,111,30645
570292,2021-10-10 11:59:00,13418.0,United Kingdom,124,37068
550972,2021-04-21 17:05:00,14031.0,United Kingdom,46,9963
541850,2021-01-23 13:58:00,14224.0,United Kingdom,99,24430
573124,2021-10-27 16:24:00,13654.0,United Kingdom,24,9960
571080,2021-10-13 15:19:00,13719.0,United Kingdom,77,25049
565420,2021-09-04 12:09:00,16326.0,United Kingdom,85,31305
554633,2021-05-25 11:44:00,14287.0,United Kingdom,144,1728
543464,2021-02-08 14:15:00,16779.0,United Kingdom,308,36432
553655,2021-05-18 11:14:00,16775.0,United Kingdom,31,11470
553559,2021-05-17 17:12:00,14931.0,Channel Islands,1,29300
551391,2021-04-28 12:06:00,15514.0,United Kingdom,152,38520
559491,2021-07-08 13:53:00,Sin identificar,United Kingdom,119,64604
544391,2021-02-18 11:53:00,15755.0,United Kingdom,198,31468
575039,2021-11-08 11:53:00,15005.0,United Kingdom,245,32722
544098,2021-02-16 10:04:00,16019.0,United Kingdom,396,112935
579495,2021-11-29 15:34:00,13576.0,United Kingdom,180,32748
565852,2021-09-07 13:11:00,Sin identificar,United Kingdom,7,1410
569550,2021-10-04 17:32:00,15955.0,United Kingdom,10,850
556827,2021-06-15 10:29:00,15134.0,United Kingdom,101,17163
541278,2021-01-17 11:53:00,14135.0,United Kingdom,52,16740
553192,2021-05-15 13:27:00,15333.0,United Kingdom,344,102856
548739,2021-04-04 11:28:00,15493.0,United Kingdom,106,41249
562949,2021-08-11 09:47:00,14346.0,United Kingdom,501,75914
542806,2021-02-01 11:20:00,12836.0,United Kingdom,254,79899
573757,2021-11-01 09:46:00,17166.0,United Kingdom,21,7875
542925,2021-02-02 09:39:00,14457.0,United Kingdom,88,11364
545158,2021-02-28 13:28:00,15874.0,United Kingdom,52,58435
549826,2021-04-12 12:53:00,15044.0,United Kingdom,114,44050
573830,2021-11-01 11:35:00,16960.0,United Kingdom,76,14896
548196,2021-03-29 15:44:00,16011.0,United Kingdom,63,11855
575331,2021-11-09 13:52:00,13209.0,United Kingdom,593,104966
566491,2021-09-13 10:25:00,14060.0,United Kingdom,216,29424
556514,2021-06-13 10:45:00,Sin identificar,United Kingdom,2,2325
572670,2021-10-25 13:14:00,13685.0,United Kingdom,1524,59436
554356,2021-05-24 09:25:00,12670.0,France,210,39334
566062,2021-09-08 15:39:00,14522.0,United Kingdom,251,48207
551293,2021-04-27 14:28:00,14298.0,United Kingdom,618,42864
574747,2021-11-07 08:34:00,15618.0,United Kingdom,239,35781
555846,2021-06-07 13:21:00,14180.0,United Kingdom,21,14915
540455,2021-01-07 12:07:00,12583.0,France,491,73016
562721,2021-08-08 16:31:00,15985.0,United Kingdom,208,24284
545021,2021-02-25 14:11:00,17663.0,United Kingdom,179,37139
555367,2021-06-02 14:28:00,17900.0,United Kingdom,49,7980
569907,2021-10-06 16:41:00,12569.0,Germany,13,7740
559819,2021-07-12 16:58:00,12682.0,France,117,25670
575579,2021-11-10 11:49:00,13081.0,United Kingdom,144,7200
578665,2021-11-24 17:02:00,16570.0,United Kingdom,208,42708
547796,2021-03-25 12:34:00,14646.0,Netherlands,731,140786
554967,2021-05-27 16:23:00,Sin identificar,United Kingdom,1,595
543032,2021-02-02 15:39:00,12990.0,United Kingdom,50,9750
562166,2021-08-03 12:10:00,13209.0,United Kingdom,524,59526
556235,2021-06-09 15:29:00,12778.0,Netherlands,85,8400
571741,2021-10-19 10:36:00,15610.0,United Kingdom,66,11246
537354,2020-12-06 12:23:00,12748.0,United Kingdom,85,13307
560576,2021-07-19 14:59:00,17287.0,United Kingdom,110,20207
581253,2021-12-08 11:15:00,16891.0,United Kingdom,28,11595
572913,2021-10-26 16:21:00,15993.0,United Kingdom,678,86389
547324,2021-03-22 11:27:00,13014.0,United Kingdom,108,31780
579489,2021-11-29 15:22:00,16775.0,United Kingdom,27,12915
565480,2021-09-05 11:27:00,18273.0,United Kingdom,40,10200
551558,2021-05-03 10:41:00,17841.0,United Kingdom,152,32771
536614,2020-12-02 09:44:00,17850.0,United Kingdom,12,2220
559525,2021-07-10 10:30:00,16923.0,United Kingdom,214,39152
536920,2020-12-03 12:01:00,Sin identificar,United Kingdom,58,6930
560714,2021-07-20 13:10:00,14456.0,United Kingdom,20,2625
548746,2021-04-04 12:11:00,12471.0,Germany,40,5000
566248,2021-09-11 12:06:00,13272.0,United Kingdom,72,14096
565475,2021-09-05 10:47:00,14156.0,EIRE,5034,748006
565424,2021-09-04 12:24:00,15215.0,United Kingdom,92,30004
540350,2021-01-06 14:14:00,18283.0,United Kingdom,61,10845
553612,2021-05-18 10:48:00,17556.0,United Kingdom,101,15790
540274,2021-01-06 11:59:00,14618.0,United Kingdom,92,21180
550996,2021-04-26 08:57:00,16681.0,United Kingdom,260,31492
581580,2021-12-09 12:20:00,12748.0,United Kingdom,82,9411
574149,2021-11-03 11:29:00,13709.0,United Kingdom,293,77490
544408,2021-02-18 13:29:00,16726.0,United Kingdom,106,6100
540273,2021-01-06 11:57:00,17368.0,United Kingdom,711,56315
578993,2021-11-27 15:38:00,15987.0,United Kingdom,182,24486
581395,2021-12-08 13:18:00,16892.0,United Kingdom,35,12312
543279,2021-02-06 14:46:00,17105.0,United Kingdom,359,31940
577813,2021-11-22 09:06:00,14297.0,United Kingdom,458,58038
545103,2021-02-28 11:57:00,15039.0,United Kingdom,2,1190
552245,2021-05-06 19:42:00,12748.0,United Kingdom,14,10887
542905,2021-02-01 15:11:00,12540.0,Spain,193,28898
574705,2021-11-06 14:06:00,14553.0,United Kingdom,21,19440
564951,2021-08-31 13:35:00,Sin identificar,United Kingdom,1,825
565141,2021-09-01 13:40:00,17841.0,United Kingdom,212,35439
560246,2021-07-17 12:17:00,14292.0,United Kingdom,328,135310
554026,2021-05-20 13:34:00,13324.0,United Kingdom,376,64872
568135,2021-09-23 17:04:00,Sin identificar,United Kingdom,664,193453
574952,2021-11-08 09:47:00,13924.0,United Kingdom,123,17233
564095,2021-08-23 10:31:00,14930.0,Channel Islands,52,16558
577298,2021-11-18 12:49:00,14299.0,United Kingdom,497,52555
557886,2021-06-23 13:39:00,17799.0,United Kingdom,233,58004
536884,2020-12-03 11:42:00,14589.0,United Kingdom,5,3975
572676,2021-10-25 13:30:00,16258.0,United Kingdom,649,146245
557126,2021-06-16 19:21:00,18168.0,United Kingdom,83,11515
557118,2021-06-16 17:05:00,14849.0,United Kingdom,254,36416
562885,2021-08-10 11:30:00,14024.0,United Kingdom,51,6525
576906,2021-11-17 09:33:00,18225.0,United Kingdom,575,61648
552248,2021-05-06 19:49:00,12748.0,United Kingdom,3,715
560997,2021-07-22 13:59:00,12627.0,Germany,426,76802
569702,2021-10-05 16:09:00,14396.0,United Kingdom,186,37764
580372,2021-12-02 17:04:00,16359.0,United Kingdom,91,11073
543121,2021-02-03 13:58:00,12662.0,Germany,184,33670
565240,2021-09-02 10:05:00,17949.0,United Kingdom,372,104712
539338,2020-12-17 10:54:00,17404.0,Sweden,3714,264630
571439,2021-10-17 13:25:00,17206.0,United Kingdom,76,20424
566667,2021-09-14 11:34:00,14660.0,United Kingdom,124,15679
538879,2020-12-14 15:50:00,15392.0,United Kingdom,402,33898
546520,2021-03-14 12:28:00,14911.0,EIRE,498,70660
559981,2021-07-14 11:30:00,14562.0,United Kingdom,246,60354
565426,2021-09-04 12:41:00,12851.0,United Kingdom,109,13518
578999,2021-11-27 16:08:00,17595.0,United Kingdom,144,23089
577158,2021-11-18 09:58:00,16293.0,United Kingdom,135,34283
569249,2021-10-03 10:15:00,14092.0,United Kingdom,153,35117
536370,2020-12-01 08:45:00,12583.0,France,449,85586
564040,2021-08-22 12:45:00,14560.0,United Kingdom,16,5720
549983,2021-04-13 15:55:00,16348.0,United Kingdom,77,15729
567628,2021-09-21 13:01:00,14060.0,United Kingdom,646,73858
558389,2021-06-29 10:18:00,14383.0,United Kingdom,201,24209
567917,2021-09-22 17:19:00,14298.0,United Kingdom,2235,136461
579121,2021-11-28 12:01:00,17299.0,United Kingdom,69,9106
565324,2021-09-02 13:18:00,13232.0,United Kingdom,105,16985
548148,2021-03-29 12:31:00,17931.0,United Kingdom,164,29720
580658,2021-12-05 13:44:00,17090.0,United Kingdom,122,22404
580308,2021-12-02 14:30:00,14250.0,United Kingdom,138,24022
563177,2021-08-12 14:03:00,17293.0,United Kingdom,1,6500
571622,2021-10-18 10:58:00,14798.0,United Kingdom,46,7634
578029,2021-11-22 13:33:00,16985.0,United Kingdom,285,86070
543907,2021-02-14 12:16:00,17346.0,United Kingdom,62,10557
553205,2021-05-16 08:13:00,15813.0,United Kingdom,234,53326
577393,2021-11-18 17:06:00,14031.0,United Kingdom,806,206809
552972,2021-05-12 13:43:00,16043.0,United Kingdom,85,22454
554997,2021-05-29 15:35:00,16746.0,United Kingdom,226,32196
576326,2021-11-14 15:18:00,16504.0,United Kingdom,524,48438
568150,2021-09-25 11:39:00,16689.0,United Kingdom,64,12844
557670,2021-06-22 10:11:00,12798.0,Japan,2256,160704
562460,2021-08-05 11:19:00,17841.0,United Kingdom,169,24583
576388,2021-11-15 10:00:00,17510.0,United Kingdom,214,30848
542541,2021-01-28 14:25:00,Sin identificar,United Kingdom,345,155156
555836,2021-06-07 12:36:00,13098.0,United Kingdom,469,53136
543273,2021-02-06 11:29:00,16456.0,United Kingdom,247,44928
581399,2021-12-08 13:27:00,17528.0,United Kingdom,198,20050
544905,2021-02-24 13:54:00,17117.0,United Kingdom,68,11620
576650,2021-11-16 10:34:00,14286.0,United Kingdom,1505,193590
549274,2021-04-07 13:07:00,12721.0,France,239,36620
575710,2021-11-10 17:29:00,17901.0,United Kingdom,24,11038
562788,2021-08-09 13:48:00,17669.0,United Kingdom,206,36850
555286,2021-06-02 09:40:00,14298.0,United Kingdom,36,5100
554667,2021-05-25 15:18:00,15727.0,United Kingdom,214,37482
548991,2021-04-05 13:48:00,16915.0,United Kingdom,29,11249
554709,2021-05-26 10:35:00,15769.0,United Kingdom,600,108600
570333,2021-10-10 12:19:00,18126.0,United Kingdom,144,20683
556214,2021-06-09 14:14:00,14913.0,United Kingdom,455,30132
569850,2021-10-06 13:59:00,16432.0,United Kingdom,276,28740
557351,2021-06-20 10:42:00,16670.0,United Kingdom,4,1300
571692,2021-10-18 14:34:00,13860.0,United Kingdom,7,2729
